Date (PST),Parameter ,Value (m3/s)
5/26/2021 12:10,47,367
5/26/2021 12:15,47,367
5/26/2021 12:20,47,366
5/26/2021 12:25,47,367
5/26/2021 12:30,47,366
5/26/2021 12:35,47,366
5/26/2021 12:40,47,366
5/26/2021 12:45,47,366
5/26/2021 12:50,47,365
5/26/2021 12:55,47,365
5/26/2021 13:00,47,364
5/26/2021 13:05,47,364
5/26/2021 13:10,47,363
5/26/2021 13:15,47,364
5/26/2021 13:20,47,364
5/26/2021 13:25,47,362
5/26/2021 13:30,47,362
5/26/2021 13:35,47,362
5/26/2021 13:40,47,362
5/26/2021 13:45,47,361
5/26/2021 13:50,47,360
5/26/2021 13:55,47,361
5/26/2021 14:00,47,360
5/26/2021 14:05,47,360
5/26/2021 14:10,47,360
5/26/2021 14:15,47,358
5/26/2021 14:20,47,358
5/26/2021 14:25,47,357
5/26/2021 14:30,47,358
5/26/2021 14:35,47,358
5/26/2021 14:40,47,357
5/26/2021 14:45,47,357
5/26/2021 14:50,47,357
5/26/2021 14:55,47,356
5/26/2021 15:00,47,356
5/26/2021 15:05,47,356
5/26/2021 15:10,47,354
5/26/2021 15:15,47,355
5/26/2021 15:20,47,354
5/26/2021 15:25,47,354
5/26/2021 15:30,47,353
5/26/2021 15:35,47,353
5/26/2021 15:40,47,353
5/26/2021 15:45,47,351
5/26/2021 15:50,47,351
5/26/2021 15:55,47,351
5/26/2021 16:00,47,351
5/26/2021 16:05,47,350
5/26/2021 16:10,47,349
5/26/2021 16:15,47,349
5/26/2021 16:20,47,349
5/26/2021 16:25,47,349
5/26/2021 16:30,47,348
5/26/2021 16:35,47,348
5/26/2021 16:40,47,348
5/26/2021 16:45,47,348
5/26/2021 16:50,47,347
5/26/2021 16:55,47,346
5/26/2021 17:00,47,346
5/26/2021 17:05,47,345
5/26/2021 17:10,47,344
5/26/2021 17:15,47,344
5/26/2021 17:20,47,344
5/26/2021 17:25,47,344
5/26/2021 17:30,47,343
5/26/2021 17:35,47,344
5/26/2021 17:40,47,343
5/26/2021 17:45,47,342
5/26/2021 17:50,47,341
5/26/2021 17:55,47,341
5/26/2021 18:00,47,341
5/26/2021 18:05,47,342
5/26/2021 18:10,47,341
5/26/2021 18:15,47,340
5/26/2021 18:20,47,340
5/26/2021 18:25,47,340
5/26/2021 18:30,47,339
5/26/2021 18:35,47,339
5/26/2021 18:40,47,338
5/26/2021 18:45,47,339
5/26/2021 18:50,47,337
5/26/2021 18:55,47,338
5/26/2021 19:00,47,338
5/26/2021 19:05,47,337
5/26/2021 19:10,47,337
5/26/2021 19:15,47,338
5/26/2021 19:20,47,337
5/26/2021 19:25,47,336
5/26/2021 19:30,47,336
5/26/2021 19:35,47,336
5/26/2021 19:40,47,335
5/26/2021 19:45,47,335
5/26/2021 19:50,47,336
5/26/2021 19:55,47,335
5/26/2021 20:00,47,335
5/26/2021 20:05,47,335
5/26/2021 20:10,47,334
5/26/2021 20:15,47,333
5/26/2021 20:20,47,334
5/26/2021 20:25,47,334
5/26/2021 20:30,47,334
5/26/2021 20:35,47,333
5/26/2021 20:40,47,334
5/26/2021 20:45,47,333
5/26/2021 20:50,47,333
5/26/2021 20:55,47,334
5/26/2021 21:00,47,332
5/26/2021 21:05,47,332
5/26/2021 21:10,47,332
5/26/2021 21:15,47,332
5/26/2021 21:20,47,332
5/26/2021 21:25,47,332
5/26/2021 21:30,47,332
5/26/2021 21:35,47,332
5/26/2021 21:40,47,332
5/26/2021 21:45,47,332
5/26/2021 21:50,47,332
5/26/2021 21:55,47,333
5/26/2021 22:00,47,331
5/26/2021 22:05,47,331
5/26/2021 22:10,47,333
5/26/2021 22:15,47,332
5/26/2021 22:20,47,333
5/26/2021 22:25,47,332
5/26/2021 22:30,47,333
5/26/2021 22:35,47,331
5/26/2021 22:40,47,333
5/26/2021 22:45,47,333
5/26/2021 22:50,47,333
5/26/2021 22:55,47,334
5/26/2021 23:00,47,333
5/26/2021 23:05,47,334
5/26/2021 23:10,47,333
5/26/2021 23:15,47,333
5/26/2021 23:20,47,332
5/26/2021 23:25,47,333
5/26/2021 23:30,47,334
5/26/2021 23:35,47,333
5/26/2021 23:40,47,334
5/26/2021 23:45,47,333
5/26/2021 23:50,47,334
5/26/2021 23:55,47,334
5/27/2021 0:00,47,335
5/27/2021 0:05,47,335
5/27/2021 0:10,47,335
5/27/2021 0:15,47,335
5/27/2021 0:20,47,336
5/27/2021 0:25,47,335
5/27/2021 0:30,47,335
5/27/2021 0:35,47,336
5/27/2021 0:40,47,336
5/27/2021 0:45,47,337
5/27/2021 0:50,47,337
5/27/2021 0:55,47,337
5/27/2021 1:00,47,338
5/27/2021 1:05,47,339
5/27/2021 1:10,47,339
5/27/2021 1:15,47,339
5/27/2021 1:20,47,339
5/27/2021 1:25,47,341
5/27/2021 1:30,47,340
5/27/2021 1:35,47,341
5/27/2021 1:40,47,342
5/27/2021 1:45,47,341
5/27/2021 1:50,47,342
5/27/2021 1:55,47,343
5/27/2021 2:00,47,343
5/27/2021 2:05,47,345
5/27/2021 2:10,47,344
5/27/2021 2:15,47,344
5/27/2021 2:20,47,345
5/27/2021 2:25,47,346
5/27/2021 2:30,47,347
5/27/2021 2:35,47,348
5/27/2021 2:40,47,348
5/27/2021 2:45,47,348
5/27/2021 2:50,47,349
5/27/2021 2:55,47,350
5/27/2021 3:00,47,351
5/27/2021 3:05,47,353
5/27/2021 3:10,47,353
5/27/2021 3:15,47,353
5/27/2021 3:20,47,355
5/27/2021 3:25,47,355
5/27/2021 3:30,47,355
5/27/2021 3:35,47,357
5/27/2021 3:40,47,359
5/27/2021 3:45,47,359
5/27/2021 3:50,47,359
5/27/2021 3:55,47,361
5/27/2021 4:00,47,363
5/27/2021 4:05,47,363
5/27/2021 4:10,47,363
5/27/2021 4:15,47,365
5/27/2021 4:20,47,366
5/27/2021 4:25,47,366
5/27/2021 4:30,47,368
5/27/2021 4:35,47,369
5/27/2021 4:40,47,369
5/27/2021 4:45,47,370
5/27/2021 4:50,47,371
5/27/2021 4:55,47,371
5/27/2021 5:00,47,374
5/27/2021 5:05,47,374
5/27/2021 5:10,47,375
5/27/2021 5:15,47,377
5/27/2021 5:20,47,378
5/27/2021 5:25,47,378
5/27/2021 5:30,47,381
5/27/2021 5:35,47,380
5/27/2021 5:40,47,382
5/27/2021 5:45,47,384
5/27/2021 5:50,47,386
5/27/2021 5:55,47,387
5/27/2021 6:00,47,388
5/27/2021 6:05,47,388
5/27/2021 6:10,47,390
5/27/2021 6:15,47,391
5/27/2021 6:20,47,392
5/27/2021 6:25,47,394
5/27/2021 6:30,47,395
5/27/2021 6:35,47,396
5/27/2021 6:40,47,396
5/27/2021 6:45,47,398
5/27/2021 6:50,47,399
5/27/2021 6:55,47,400
5/27/2021 7:00,47,401
5/27/2021 7:05,47,402
5/27/2021 7:10,47,402
5/27/2021 7:15,47,403
5/27/2021 7:20,47,406
5/27/2021 7:25,47,408
5/27/2021 7:30,47,409
5/27/2021 7:35,47,408
5/27/2021 7:40,47,410
5/27/2021 7:45,47,411
5/27/2021 7:50,47,413
5/27/2021 7:55,47,413
5/27/2021 8:00,47,415
5/27/2021 8:05,47,416
5/27/2021 8:10,47,417
5/27/2021 8:15,47,419
5/27/2021 8:20,47,421
5/27/2021 8:25,47,421
5/27/2021 8:30,47,422
5/27/2021 8:35,47,423
5/27/2021 8:40,47,424
5/27/2021 8:45,47,426
5/27/2021 8:50,47,427
5/27/2021 8:55,47,429
5/27/2021 9:00,47,430
5/27/2021 9:05,47,430
5/27/2021 9:10,47,433
5/27/2021 9:15,47,433
5/27/2021 9:20,47,435
5/27/2021 9:25,47,437
5/27/2021 9:30,47,436
5/27/2021 9:35,47,438
5/27/2021 9:40,47,439
5/27/2021 9:45,47,440
5/27/2021 9:50,47,443
5/27/2021 9:55,47,442
5/27/2021 10:00,47,444
5/27/2021 10:05,47,444
5/27/2021 10:10,47,446
5/27/2021 10:15,47,447
5/27/2021 10:20,47,448
5/27/2021 10:25,47,450
5/27/2021 10:30,47,451
5/27/2021 10:35,47,452
5/27/2021 10:40,47,452
5/27/2021 10:45,47,453
5/27/2021 10:50,47,456
5/27/2021 10:55,47,456
5/27/2021 11:00,47,457
5/27/2021 11:05,47,458
5/27/2021 11:10,47,459
5/27/2021 11:15,47,460
5/27/2021 11:20,47,461
5/27/2021 11:25,47,463
5/27/2021 11:30,47,463
5/27/2021 11:35,47,464
5/27/2021 11:40,47,464
5/27/2021 11:45,47,466
5/27/2021 11:50,47,468
5/27/2021 11:55,47,467
5/27/2021 12:00,47,468
5/27/2021 12:05,47,470
5/27/2021 12:10,47,471
5/27/2021 12:15,47,471
5/27/2021 12:20,47,471
5/27/2021 12:25,47,472
5/27/2021 12:30,47,473
5/27/2021 12:35,47,473
5/27/2021 12:40,47,474
5/27/2021 12:45,47,476
5/27/2021 12:50,47,476
5/27/2021 12:55,47,477
5/27/2021 13:00,47,478
5/27/2021 13:05,47,478
5/27/2021 13:10,47,477
5/27/2021 13:15,47,478
5/27/2021 13:20,47,478
5/27/2021 13:25,47,478
5/27/2021 13:30,47,479
5/27/2021 13:35,47,479
5/27/2021 13:40,47,479
5/27/2021 13:45,47,479
5/27/2021 13:50,47,481
5/27/2021 13:55,47,480
5/27/2021 14:00,47,478
5/27/2021 14:05,47,479
5/27/2021 14:10,47,481
5/27/2021 14:15,47,480
5/27/2021 14:20,47,481
5/27/2021 14:25,47,481
5/27/2021 14:30,47,480
5/27/2021 14:35,47,480
5/27/2021 14:40,47,480
5/27/2021 14:45,47,480
5/27/2021 14:50,47,480
5/27/2021 14:55,47,481
5/27/2021 15:00,47,480
5/27/2021 15:05,47,479
5/27/2021 15:10,47,481
5/27/2021 15:15,47,481
5/27/2021 15:20,47,481
5/27/2021 15:25,47,480
5/27/2021 15:30,47,481
5/27/2021 15:35,47,482
5/27/2021 15:40,47,481
5/27/2021 15:45,47,480
5/27/2021 15:50,47,481
5/27/2021 15:55,47,480
5/27/2021 16:00,47,480
5/27/2021 16:05,47,481
5/27/2021 16:10,47,481
5/27/2021 16:15,47,479
5/27/2021 16:20,47,480
5/27/2021 16:25,47,478
5/27/2021 16:30,47,478
5/27/2021 16:35,47,478
5/27/2021 16:40,47,480
5/27/2021 16:45,47,478
5/27/2021 16:50,47,478
5/27/2021 16:55,47,480
5/27/2021 17:00,47,479
5/27/2021 17:05,47,479
5/27/2021 17:10,47,478
5/27/2021 17:15,47,478
5/27/2021 17:20,47,476
5/27/2021 17:25,47,476
5/27/2021 17:30,47,475
5/27/2021 17:35,47,475
5/27/2021 17:40,47,475
5/27/2021 17:45,47,474
5/27/2021 17:50,47,474
5/27/2021 17:55,47,474
5/27/2021 18:00,47,473
5/27/2021 18:05,47,473
5/27/2021 18:10,47,472
5/27/2021 18:15,47,471
5/27/2021 18:20,47,472
5/27/2021 18:25,47,471
5/27/2021 18:30,47,471
5/27/2021 18:35,47,471
5/27/2021 18:40,47,471
5/27/2021 18:45,47,469
5/27/2021 18:50,47,469
5/27/2021 18:55,47,469
5/27/2021 19:00,47,467
5/27/2021 19:05,47,467
5/27/2021 19:10,47,467
5/27/2021 19:15,47,466
5/27/2021 19:20,47,466
5/27/2021 19:25,47,468
5/27/2021 19:30,47,465
5/27/2021 19:35,47,465
5/27/2021 19:40,47,465
5/27/2021 19:45,47,465
5/27/2021 19:50,47,464
5/27/2021 19:55,47,464
5/27/2021 20:00,47,463
5/27/2021 20:05,47,463
5/27/2021 20:10,47,462
5/27/2021 20:15,47,463
5/27/2021 20:20,47,460
5/27/2021 20:25,47,460
5/27/2021 20:30,47,460
5/27/2021 20:35,47,462
5/27/2021 20:40,47,460
5/27/2021 20:45,47,460
5/27/2021 20:50,47,458
5/27/2021 20:55,47,459
5/27/2021 21:00,47,459
5/27/2021 21:05,47,457
5/27/2021 21:10,47,457
5/27/2021 21:15,47,456
5/27/2021 21:20,47,456
5/27/2021 21:25,47,456
5/27/2021 21:30,47,456
5/27/2021 21:35,47,456
5/27/2021 21:40,47,455
5/27/2021 21:45,47,454
5/27/2021 21:50,47,454
5/27/2021 21:55,47,455
5/27/2021 22:00,47,454
5/27/2021 22:05,47,454
5/27/2021 22:10,47,453
5/27/2021 22:15,47,453
5/27/2021 22:20,47,454
5/27/2021 22:25,47,452
5/27/2021 22:30,47,452
5/27/2021 22:35,47,450
5/27/2021 22:40,47,450
5/27/2021 22:45,47,451
5/27/2021 22:50,47,450
5/27/2021 22:55,47,450
5/27/2021 23:00,47,449
5/27/2021 23:05,47,449
5/27/2021 23:10,47,449
5/27/2021 23:15,47,448
5/27/2021 23:20,47,449
5/27/2021 23:25,47,447
5/27/2021 23:30,47,447
5/27/2021 23:35,47,447
5/27/2021 23:40,47,445
5/27/2021 23:45,47,446
5/27/2021 23:50,47,445
5/27/2021 23:55,47,445
5/28/2021 0:00,47,445
5/28/2021 0:05,47,444
5/28/2021 0:10,47,445
5/28/2021 0:15,47,443
5/28/2021 0:20,47,444
5/28/2021 0:25,47,442
5/28/2021 0:30,47,445
5/28/2021 0:35,47,441
5/28/2021 0:40,47,442
5/28/2021 0:45,47,441
5/28/2021 0:50,47,441
5/28/2021 0:55,47,440
5/28/2021 1:00,47,439
5/28/2021 1:05,47,440
5/28/2021 1:10,47,440
5/28/2021 1:15,47,440
5/28/2021 1:20,47,439
5/28/2021 1:25,47,440
5/28/2021 1:30,47,438
5/28/2021 1:35,47,438
5/28/2021 1:40,47,437
5/28/2021 1:45,47,437
5/28/2021 1:50,47,436
5/28/2021 1:55,47,436
5/28/2021 2:00,47,435
5/28/2021 2:05,47,435
5/28/2021 2:10,47,435
5/28/2021 2:15,47,435
5/28/2021 2:20,47,433
5/28/2021 2:25,47,433
5/28/2021 2:30,47,433
5/28/2021 2:35,47,432
5/28/2021 2:40,47,431
5/28/2021 2:45,47,432
5/28/2021 2:50,47,430
5/28/2021 2:55,47,430
5/28/2021 3:00,47,429
5/28/2021 3:05,47,429
5/28/2021 3:10,47,428
5/28/2021 3:15,47,428
5/28/2021 3:20,47,428
5/28/2021 3:25,47,427
5/28/2021 3:30,47,428
5/28/2021 3:35,47,425
5/28/2021 3:40,47,426
5/28/2021 3:45,47,424
5/28/2021 3:50,47,423
5/28/2021 3:55,47,423
5/28/2021 4:00,47,423
5/28/2021 4:05,47,422
5/28/2021 4:10,47,421
5/28/2021 4:15,47,422
5/28/2021 4:20,47,420
5/28/2021 4:25,47,420
5/28/2021 4:30,47,419
5/28/2021 4:35,47,418
5/28/2021 4:40,47,419
5/28/2021 4:45,47,417
5/28/2021 4:50,47,415
5/28/2021 4:55,47,415
5/28/2021 5:00,47,414
5/28/2021 5:05,47,414
5/28/2021 5:10,47,413
5/28/2021 5:15,47,412
5/28/2021 5:20,47,412
5/28/2021 5:25,47,411
5/28/2021 5:30,47,409
5/28/2021 5:35,47,409
5/28/2021 5:40,47,408
5/28/2021 5:45,47,408
5/28/2021 5:50,47,408
5/28/2021 5:55,47,406
5/28/2021 6:00,47,406
5/28/2021 6:05,47,404
5/28/2021 6:10,47,403
5/28/2021 6:15,47,404
5/28/2021 6:20,47,403
5/28/2021 6:25,47,402
5/28/2021 6:30,47,400
5/28/2021 6:35,47,400
5/28/2021 6:40,47,399
5/28/2021 6:45,47,398
5/28/2021 6:50,47,397
5/28/2021 6:55,47,397
5/28/2021 7:00,47,396
5/28/2021 7:05,47,394
5/28/2021 7:10,47,394
5/28/2021 7:15,47,393
5/28/2021 7:20,47,392
5/28/2021 7:25,47,391
5/28/2021 7:30,47,390
5/28/2021 7:35,47,389
5/28/2021 7:40,47,389
5/28/2021 7:45,47,387
5/28/2021 7:50,47,386
5/28/2021 7:55,47,386
5/28/2021 8:00,47,385
5/28/2021 8:05,47,384
5/28/2021 8:10,47,383
5/28/2021 8:15,47,382
5/28/2021 8:20,47,382
5/28/2021 8:25,47,380
5/28/2021 8:30,47,379
5/28/2021 8:35,47,379
5/28/2021 8:40,47,377
5/28/2021 8:45,47,377
5/28/2021 8:50,47,376
5/28/2021 8:55,47,376
5/28/2021 9:00,47,375
5/28/2021 9:05,47,374
5/28/2021 9:10,47,373
5/28/2021 9:15,47,371
5/28/2021 9:20,47,370
5/28/2021 9:25,47,370
5/28/2021 9:30,47,369
5/28/2021 9:35,47,368
5/28/2021 9:40,47,367
5/28/2021 9:45,47,367
5/28/2021 9:50,47,366
5/28/2021 9:55,47,364
5/28/2021 10:00,47,364
5/28/2021 10:05,47,362
5/28/2021 10:10,47,362
5/28/2021 10:15,47,361
5/28/2021 10:20,47,360
5/28/2021 10:25,47,360
5/28/2021 10:30,47,359
5/28/2021 10:35,47,358
5/28/2021 10:40,47,358
5/28/2021 10:45,47,356
5/28/2021 10:50,47,355
5/28/2021 10:55,47,355
5/28/2021 11:00,47,353
5/28/2021 11:05,47,353
5/28/2021 11:10,47,351
5/28/2021 11:15,47,351
5/28/2021 11:20,47,351
5/28/2021 11:25,47,350
5/28/2021 11:30,47,349
5/28/2021 11:35,47,348
5/28/2021 11:40,47,347
5/28/2021 11:45,47,347
5/28/2021 11:50,47,346
5/28/2021 11:55,47,345
5/28/2021 12:00,47,344
5/28/2021 12:05,47,343
5/28/2021 12:10,47,343
5/28/2021 12:15,47,342
5/28/2021 12:20,47,341
5/28/2021 12:25,47,340
5/28/2021 12:30,47,339
5/28/2021 12:35,47,338
5/28/2021 12:40,47,338
5/28/2021 12:45,47,337
5/28/2021 12:50,47,337
5/28/2021 12:55,47,337
5/28/2021 13:00,47,336
5/28/2021 13:05,47,334
5/28/2021 13:10,47,335
5/28/2021 13:15,47,333
5/28/2021 13:20,47,333
5/28/2021 13:25,47,331
5/28/2021 13:30,47,331
5/28/2021 13:35,47,330
5/28/2021 13:40,47,330
5/28/2021 13:45,47,329
5/28/2021 13:50,47,327
5/28/2021 13:55,47,328
5/28/2021 14:00,47,326
5/28/2021 14:05,47,325
5/28/2021 14:10,47,325
5/28/2021 14:15,47,325
5/28/2021 14:20,47,324
5/28/2021 14:25,47,325
5/28/2021 14:30,47,324
5/28/2021 14:35,47,322
5/28/2021 14:40,47,321
5/28/2021 14:45,47,321
5/28/2021 14:50,47,321
5/28/2021 14:55,47,321
5/28/2021 15:00,47,320
5/28/2021 15:05,47,318
5/28/2021 15:10,47,318
5/28/2021 15:15,47,317
5/28/2021 15:20,47,317
5/28/2021 15:25,47,316
5/28/2021 15:30,47,315
5/28/2021 15:35,47,315
5/28/2021 15:40,47,314
5/28/2021 15:45,47,314
5/28/2021 15:50,47,313
5/28/2021 15:55,47,313
5/28/2021 16:00,47,313
5/28/2021 16:05,47,311
5/28/2021 16:10,47,311
5/28/2021 16:15,47,311
5/28/2021 16:20,47,310
5/28/2021 16:25,47,310
5/28/2021 16:30,47,309
5/28/2021 16:35,47,309
5/28/2021 16:40,47,309
5/28/2021 16:45,47,308
5/28/2021 16:50,47,307
5/28/2021 16:55,47,306
5/28/2021 17:00,47,306
5/28/2021 17:05,47,305
5/28/2021 17:10,47,306
5/28/2021 17:15,47,305
5/28/2021 17:20,47,305
5/28/2021 17:25,47,304
5/28/2021 17:30,47,304
5/28/2021 17:35,47,302
5/28/2021 17:40,47,303
5/28/2021 17:45,47,302
5/28/2021 17:50,47,302
5/28/2021 17:55,47,302
5/28/2021 18:00,47,302
5/28/2021 18:05,47,301
5/28/2021 18:10,47,300
5/28/2021 18:15,47,300
5/28/2021 18:20,47,300
5/28/2021 18:25,47,300
5/28/2021 18:30,47,300
5/28/2021 18:35,47,300
5/28/2021 18:40,47,299
5/28/2021 18:45,47,299
5/28/2021 18:50,47,299
5/28/2021 18:55,47,299
5/28/2021 19:00,47,298
5/28/2021 19:05,47,298
5/28/2021 19:10,47,298
5/28/2021 19:15,47,297
5/28/2021 19:20,47,297
5/28/2021 19:25,47,297
5/28/2021 19:30,47,297
5/28/2021 19:35,47,296
5/28/2021 19:40,47,297
5/28/2021 19:45,47,296
5/28/2021 19:50,47,297
5/28/2021 19:55,47,296
5/28/2021 20:00,47,296
5/28/2021 20:05,47,296
5/28/2021 20:10,47,295
5/28/2021 20:15,47,295
5/28/2021 20:20,47,295
5/28/2021 20:25,47,295
5/28/2021 20:30,47,294
5/28/2021 20:35,47,294
5/28/2021 20:40,47,294
5/28/2021 20:45,47,293
5/28/2021 20:50,47,294
5/28/2021 20:55,47,293
5/28/2021 21:00,47,294
5/28/2021 21:05,47,294
5/28/2021 21:10,47,293
5/28/2021 21:15,47,293
5/28/2021 21:20,47,293
5/28/2021 21:25,47,294
5/28/2021 21:30,47,294
5/28/2021 21:35,47,293
5/28/2021 21:40,47,293
5/28/2021 21:45,47,293
5/28/2021 21:50,47,294
5/28/2021 21:55,47,294
5/28/2021 22:00,47,293
5/28/2021 22:05,47,293
5/28/2021 22:10,47,293
5/28/2021 22:15,47,293
5/28/2021 22:20,47,293
5/28/2021 22:25,47,294
5/28/2021 22:30,47,293
5/28/2021 22:35,47,293
5/28/2021 22:40,47,293
5/28/2021 22:45,47,293
5/28/2021 22:50,47,293
5/28/2021 22:55,47,293
5/28/2021 23:00,47,293
5/28/2021 23:05,47,294
5/28/2021 23:10,47,293
5/28/2021 23:15,47,293
5/28/2021 23:20,47,293
5/28/2021 23:25,47,294
5/28/2021 23:30,47,293
5/28/2021 23:35,47,294
5/28/2021 23:40,47,293
5/28/2021 23:45,47,294
5/28/2021 23:50,47,294
5/28/2021 23:55,47,294
5/29/2021 0:00,47,293
5/29/2021 0:05,47,294
5/29/2021 0:10,47,295
5/29/2021 0:15,47,294
5/29/2021 0:20,47,294
5/29/2021 0:25,47,294
5/29/2021 0:30,47,295
5/29/2021 0:35,47,294
5/29/2021 0:40,47,295
5/29/2021 0:45,47,295
5/29/2021 0:50,47,295
5/29/2021 0:55,47,295
5/29/2021 1:00,47,295
5/29/2021 1:05,47,295
5/29/2021 1:10,47,296
5/29/2021 1:15,47,296
5/29/2021 1:20,47,296
5/29/2021 1:25,47,297
5/29/2021 1:30,47,296
5/29/2021 1:35,47,296
5/29/2021 1:40,47,296
5/29/2021 1:45,47,297
5/29/2021 1:50,47,296
5/29/2021 1:55,47,296
5/29/2021 2:00,47,297
5/29/2021 2:05,47,297
5/29/2021 2:10,47,297
5/29/2021 2:15,47,297
5/29/2021 2:20,47,297
5/29/2021 2:25,47,297
5/29/2021 2:30,47,297
5/29/2021 2:35,47,297
5/29/2021 2:40,47,297
5/29/2021 2:45,47,298
5/29/2021 2:50,47,298
5/29/2021 2:55,47,299
5/29/2021 3:00,47,299
5/29/2021 3:05,47,299
5/29/2021 3:10,47,299
5/29/2021 3:15,47,299
5/29/2021 3:20,47,299
5/29/2021 3:25,47,300
5/29/2021 3:30,47,300
5/29/2021 3:35,47,300
5/29/2021 3:40,47,300
5/29/2021 3:45,47,300
5/29/2021 3:50,47,300
5/29/2021 3:55,47,300
5/29/2021 4:00,47,301
5/29/2021 4:05,47,301
5/29/2021 4:10,47,302
5/29/2021 4:15,47,301
5/29/2021 4:20,47,302
5/29/2021 4:25,47,302
5/29/2021 4:30,47,301
5/29/2021 4:35,47,302
5/29/2021 4:40,47,302
5/29/2021 4:45,47,302
5/29/2021 4:50,47,302
5/29/2021 4:55,47,302
5/29/2021 5:00,47,302
5/29/2021 5:05,47,301
5/29/2021 5:10,47,302
5/29/2021 5:15,47,302
5/29/2021 5:20,47,301
5/29/2021 5:25,47,302
5/29/2021 5:30,47,302
5/29/2021 5:35,47,302
5/29/2021 5:40,47,302
5/29/2021 5:45,47,302
5/29/2021 5:50,47,301
5/29/2021 5:55,47,302
5/29/2021 6:00,47,302
5/29/2021 6:05,47,302
5/29/2021 6:10,47,302
5/29/2021 6:15,47,302
5/29/2021 6:20,47,301
5/29/2021 6:25,47,301
5/29/2021 6:30,47,302
5/29/2021 6:35,47,301
5/29/2021 6:40,47,302
5/29/2021 6:45,47,301
5/29/2021 6:50,47,301
5/29/2021 6:55,47,301
5/29/2021 7:00,47,301
5/29/2021 7:05,47,300
5/29/2021 7:10,47,300
5/29/2021 7:15,47,300
5/29/2021 7:20,47,300
5/29/2021 7:25,47,300
5/29/2021 7:30,47,299
5/29/2021 7:35,47,299
5/29/2021 7:40,47,298
5/29/2021 7:45,47,298
5/29/2021 7:50,47,298
5/29/2021 7:55,47,298
5/29/2021 8:00,47,297
5/29/2021 8:05,47,298
5/29/2021 8:10,47,297
5/29/2021 8:15,47,297
5/29/2021 8:20,47,296
5/29/2021 8:25,47,296
5/29/2021 8:30,47,295
5/29/2021 8:35,47,295
5/29/2021 8:40,47,295
5/29/2021 8:45,47,294
5/29/2021 8:50,47,294
5/29/2021 8:55,47,293
5/29/2021 9:00,47,293
5/29/2021 9:05,47,293
5/29/2021 9:10,47,293
5/29/2021 9:15,47,292
5/29/2021 9:20,47,292
5/29/2021 9:25,47,291
5/29/2021 9:30,47,291
5/29/2021 9:35,47,291
5/29/2021 9:40,47,290
5/29/2021 9:45,47,290
5/29/2021 9:50,47,289
5/29/2021 9:55,47,289
5/29/2021 10:00,47,290
5/29/2021 10:05,47,289
5/29/2021 10:10,47,288
5/29/2021 10:15,47,288
5/29/2021 10:20,47,288
5/29/2021 10:25,47,287
5/29/2021 10:30,47,287
5/29/2021 10:35,47,286
5/29/2021 10:40,47,286
5/29/2021 10:45,47,285
5/29/2021 10:50,47,285
5/29/2021 10:55,47,285
5/29/2021 11:00,47,284
5/29/2021 11:05,47,284
5/29/2021 11:10,47,283
5/29/2021 11:15,47,283
5/29/2021 11:20,47,284
5/29/2021 11:25,47,283
5/29/2021 11:30,47,282
5/29/2021 11:35,47,282
5/29/2021 11:40,47,282
5/29/2021 11:45,47,281
5/29/2021 11:50,47,281
5/29/2021 11:55,47,280
5/29/2021 12:00,47,280
5/29/2021 12:05,47,280
5/29/2021 12:10,47,279
5/29/2021 12:15,47,278
5/29/2021 12:20,47,279
5/29/2021 12:25,47,278
5/29/2021 12:30,47,278
5/29/2021 12:35,47,278
5/29/2021 12:40,47,277
5/29/2021 12:45,47,277
5/29/2021 12:50,47,277
5/29/2021 12:55,47,276
5/29/2021 13:00,47,276
5/29/2021 13:05,47,275
5/29/2021 13:10,47,275
5/29/2021 13:15,47,275
5/29/2021 13:20,47,274
5/29/2021 13:25,47,274
5/29/2021 13:30,47,274
5/29/2021 13:35,47,273
5/29/2021 13:40,47,273
5/29/2021 13:45,47,272
5/29/2021 13:50,47,272
5/29/2021 13:55,47,271
5/29/2021 14:00,47,271
5/29/2021 14:05,47,271
5/29/2021 14:10,47,270
5/29/2021 14:15,47,270
5/29/2021 14:20,47,269
5/29/2021 14:25,47,269
5/29/2021 14:30,47,269
5/29/2021 14:35,47,268
5/29/2021 14:40,47,268
5/29/2021 14:45,47,267
5/29/2021 14:50,47,267
5/29/2021 14:55,47,267
5/29/2021 15:00,47,267
5/29/2021 15:05,47,265
5/29/2021 15:10,47,265
5/29/2021 15:15,47,265
5/29/2021 15:20,47,265
5/29/2021 15:25,47,264
5/29/2021 15:30,47,264
5/29/2021 15:35,47,264
5/29/2021 15:40,47,263
5/29/2021 15:45,47,263
5/29/2021 15:50,47,262
5/29/2021 15:55,47,262
5/29/2021 16:00,47,262
5/29/2021 16:05,47,261
5/29/2021 16:10,47,261
5/29/2021 16:15,47,261
5/29/2021 16:20,47,260
5/29/2021 16:25,47,260
5/29/2021 16:30,47,260
5/29/2021 16:35,47,260
5/29/2021 16:40,47,259
5/29/2021 16:45,47,259
5/29/2021 16:50,47,259
5/29/2021 16:55,47,259
5/29/2021 17:00,47,258
5/29/2021 17:05,47,258
5/29/2021 17:10,47,258
5/29/2021 17:15,47,258
5/29/2021 17:20,47,257
5/29/2021 17:25,47,257
5/29/2021 17:30,47,257
5/29/2021 17:35,47,257
5/29/2021 17:40,47,256
